,Name,State,Category,Policy/Incentive Type,URL,Created,Last Updated
237,Farmers Electric Cooperative (Kalona) - Residential Energy Efficiency Grant Program,IA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4535/farmers-electric-cooperative-kalona-residential-energy-efficiency-grant-program,02/04/2010,02/08/2023
238,South Central Indiana REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2115/south-central-indiana-remc-residential-energy-efficiency-rebate-program,09/01/2006,02/07/2023
239,CenterPoint Energy - Residential Energy Efficiency Rebates,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3063/centerpoint-energy-residential-energy-efficiency-rebates,09/08/2008,02/07/2023
240,CenterPoint Energy - Residential New Construction Rebates,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22138/centerpoint-energy-residential-new-construction-rebates,08/28/2020,02/07/2023
241,Heartland REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2692/heartland-remc-residential-energy-efficiency-rebate-program,08/21/2007,02/07/2023
242,Citizens Gas - Residential Efficiency Rebates,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3147/citizens-gas-residential-efficiency-rebates,11/20/2008,02/07/2023
243,Southern Indiana Power - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2667/southern-indiana-power-residential-energy-efficiency-rebate-program,08/13/2007,02/07/2023
244,Utilities District of Western Indiana REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2668/utilities-district-of-western-indiana-remc-residential-energy-efficiency-rebate-program,08/13/2007,02/07/2023
245,Harrison County REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2674/harrison-county-remc-residential-energy-efficiency-rebate-program,08/13/2007,02/07/2023
246,WIN Energy REMC - Residential Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2670/win-energy-remc-residential-rebate-program,08/13/2007,02/07/2023
247,Orange County REMC - Energy Efficient Equipment Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2678/orange-county-remc-energy-efficient-equipment-rebate-program,08/13/2007,02/07/2023
248,Parke County REMC - Energy Efficient Equipment Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3965/parke-county-remc-energy-efficient-equipment-rebate-program,02/10/2010,02/07/2023
249,Northeastern REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2686/northeastern-remc-residential-energy-efficiency-rebate-program,08/20/2007,02/07/2023
250,Wabash Valley Power Association (28 Member Cooperatives) - Residential Energy Efficiency Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5114/wabash-valley-power-association-28-member-cooperatives-residential-energy-efficiency-program,02/22/2012,02/07/2023
251,Carroll County REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2672/carroll-county-remc-residential-energy-efficiency-rebate-program,08/13/2007,02/07/2023
252,Noble REMC - Residential Energy Efficiency Rebate Incentives,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5733/noble-remc-residential-energy-efficiency-rebate-incentives,04/09/2015,02/07/2023
253,Bartholomew County REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2662/bartholomew-county-remc-residential-energy-efficiency-rebate-program,08/09/2007,02/07/2023
254,Carroll White REMC - Residential Heat Pump Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2694/carroll-white-remc-residential-heat-pump-rebate-program,08/21/2007,02/07/2023
255,Jackson County REMC - Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2677/jackson-county-remc-energy-efficiency-rebate-program,08/13/2007,02/07/2023
256,Clark County REMC - Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2665/clark-county-remc-energy-efficiency-rebate-program,08/13/2007,02/07/2023
257,Johnson County REMC - Residential Energy Efficiency Rebate Program,IN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5381/johnson-county-remc-residential-energy-efficiency-rebate-program,03/06/2013,02/01/2023
258,ComEd - Energy Efficiency Program for Commercial New Construction,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3716/comed-energy-efficiency-program-for-commercial-new-construction,06/01/2009,02/01/2023
259,Groton Utilities - Commercial & Industrial Energy Efficiency Rebate Programs,CT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1773/groton-utilities-commercial-industrial-energy-efficiency-rebate-programs,07/11/2006,02/01/2023
260,Energize Connecticut Residential and Commercial Rebates,CT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5737/energize-connecticut-residential-and-commercial-rebates,04/15/2015,01/31/2023
261,Morgan County REA - Efficiency Credit/Rebate Programs,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3697/morgan-county-rea-efficiency-credit-rebate-programs,09/24/2009,01/31/2023
262,Loveland Water & Power - Residential Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5018/loveland-water-power-residential-energy-efficiency-rebate-program,04/29/2011,01/31/2023
263,Delta-Montrose Electric Association - Residential Weatherization Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3580/delta-montrose-electric-association-residential-weatherization-rebate-program,08/06/2009,01/31/2023
264,Empire Electric Association - Residential Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3585/empire-electric-association-residential-energy-efficiency-rebate-program,08/07/2009,01/27/2023
265,Residential Energy Upgrade (RENU) Loan Program,CO,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/22061/residential-energy-upgrade-renu-loan-program,08/03/2018,01/27/2023
266,Efficiency Works - Residential Energy Efficiency Rebate Program (Offered by 4 Utilities),CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5798/efficiency-works-residential-energy-efficiency-rebate-program-offered-by-4-utilities,07/08/2015,01/26/2023
267,United Power - Residential Energy Efficient Appliance Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2106/united-power-residential-energy-efficient-appliance-rebate-program,08/31/2006,01/26/2023
268,Fort Collins Utilities - Home Efficiency Loan Program,CO,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1302/fort-collins-utilities-home-efficiency-loan-program,03/13/2006,01/25/2023
269,Colorado Springs Utilities - Commercial Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1748/colorado-springs-utilities-commercial-energy-efficiency-rebate-program,07/10/2006,01/25/2023
270,Colorado Springs Utilities - Residential Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1753/colorado-springs-utilities-residential-energy-efficiency-rebate-program,07/10/2006,01/25/2023
271,Xcel Energy - Residential Energy Efficiency Rebate Programs,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1581/xcel-energy-residential-energy-efficiency-rebate-programs,06/05/2006,01/25/2023
272,"Mountain View Electric Association, Inc - Energy Efficiency Rebates Program",CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2103/mountain-view-electric-association-inc-energy-efficiency-rebates-program,08/31/2006,01/25/2023
273,Colorado Natural Gas - Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3308/colorado-natural-gas-energy-efficiency-rebate-program,03/23/2009,01/25/2023
274,Santa Clara Water & Sewer - Solar Water Heating Program,CA,Financial Incentive,Leasing Program,https://programs.dsireusa.org/system/program/detail/123/santa-clara-water-sewer-solar-water-heating-program,01/01/2000,01/25/2023
275,IID Energy - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1715/iid-energy-residential-energy-efficiency-rebate-program,07/06/2006,01/25/2023
276,Burbank Water & Power - Green Building Incentive Program,CA,Financial Incentive,Green Building Incentive,https://programs.dsireusa.org/system/program/detail/1660/burbank-water-power-green-building-incentive-program,06/26/2006,01/25/2023
277,UES (Electric) - Residential Efficiency Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3119/ues-electric-residential-efficiency-program,11/06/2008,01/24/2023
278,TEP - Residential Energy Efficiency Rebate Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3117/tep-residential-energy-efficiency-rebate-program,11/05/2008,01/24/2023
279,Sulphur Springs Valley EC - Residential Energy Efficiency Rebate,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2035/sulphur-springs-valley-ec-residential-energy-efficiency-rebate,08/25/2006,01/24/2023
280,Sulphur Springs Valley EC - Residential Energy Efficiency Loan Program,AZ,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2095/sulphur-springs-valley-ec-residential-energy-efficiency-loan-program,08/30/2006,01/24/2023
281,Mohave Electric Cooperative - Energy Efficiency Rebate Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4238/mohave-electric-cooperative-energy-efficiency-rebate-program,06/30/2010,01/24/2023
282,SRP - Residential Energy Efficiency Rebate Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4051/srp-residential-energy-efficiency-rebate-program,03/26/2010,01/24/2023
283,Southwest Gas Corporation - Commercial High-Efficiency Equipment Rebate Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3964/southwest-gas-corporation-commercial-high-efficiency-equipment-rebate-program,02/10/2010,01/24/2023
284,Trico Electric Cooperative  - SunWatts Incentive Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2402/trico-electric-cooperative-sunwatts-incentive-program,03/05/2007,01/24/2023
285,Sulphur Springs Valley EC - SunWatts Rebate Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/186/sulphur-springs-valley-ec-sunwatts-rebate-program,11/11/2004,01/24/2023
286,APS - Residential Energy Efficiency Rebate Program,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1716/aps-residential-energy-efficiency-rebate-program,07/06/2006,01/24/2023
287,Southern Pine Electric Power Association - Residential Energy Efficiency Rebate Program,MS,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2190/southern-pine-electric-power-association-residential-energy-efficiency-rebate-program,09/15/2006,01/24/2023
288,Rocky Mountain Power - wattsmart Business Program,UT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2412/rocky-mountain-power-wattsmart-business-program,03/06/2007,01/24/2023
289,Poudre Valley REA - Energy Efficiency Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4815/poudre-valley-rea-energy-efficiency-rebate-program,08/31/2006,01/20/2023
290,Salt River Project - Business Energy Efficiency Programs,AZ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3256/salt-river-project-business-energy-efficiency-programs,02/09/2009,01/20/2023
291,Butler Rural Electric Cooperative - Residential Rebate Program,OH,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3329/butler-rural-electric-cooperative-residential-rebate-program,04/06/2009,01/20/2023
292,Butler Rural Electric Cooperative - Energy Efficiency Improvement Loan Program,OH,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3331/butler-rural-electric-cooperative-energy-efficiency-improvement-loan-program,04/06/2009,01/20/2023
293,CenterPoint Energy (Gas) - Residential Energy Efficiency Rebates,OH,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3668/centerpoint-energy-gas-residential-energy-efficiency-rebates,09/16/2009,01/19/2023
294,ConEd - Multifamily Energy Efficiency Incentives Program,NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3821/coned-multifamily-energy-efficiency-incentives-program,12/10/2009,01/19/2023
295,Entergy Arkansas - Residential Energy Efficiency Programs,AR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3680/entergy-arkansas-residential-energy-efficiency-programs,09/21/2009,01/18/2023
296,Inland Power & Light Company - Residential Energy Efficiency Rebate Programs,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2320/inland-power-light-company-residential-energy-efficiency-rebate-programs,10/03/2006,01/13/2023
297,Port Angeles Public Works & Utilities - Residential Energy Efficiency Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2212/port-angeles-public-works-utilities-residential-energy-efficiency-rebate-program,09/18/2006,01/13/2023
298,Cascade Natural Gas - Conservation Incentives for New and Existing Homes,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3342/cascade-natural-gas-conservation-incentives-for-new-and-existing-homes,01/01/2009,01/13/2023
299,Northern Plains EC - Commercial Energy Efficiency Loan Program,ND,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2444/northern-plains-ec-commercial-energy-efficiency-loan-program,03/15/2007,01/13/2023
